time,packets
0,0.016666667
2,0.016666667
4,0.016666667
6,0.013888889
8,0.016666667
10,0.016666667
12,0.016666667
14,0.013888889
16,0.016666667
18,0.016666667
20,0.016666667
22,0.013888889
24,0.016666667
26,0.016666667
28,0.016666667
30,0.016666667
32,0.013888889
34,0.016666667
36,0.016666667
38,0.016666667
40,0.013888889
42,0.016666667
44,0.016666667
46,0.016666667
48,0.013888889
50,0.016666667
52,0.016666667
54,0.016666667
56,0.013888889
58,0.016666667
60,0.016666667
62,0.016666667
64,0.013888889
66,0.016666667
68,0.016666667
70,0.016666667
72,0.013888889
74,0.016666667
76,0.016666667
78,0.016666667
80,0.016666667
82,0.013888889
84,0.016666667
86,0.016666667
88,0.016666667
90,0.013888889
92,0.016666667
94,0.016666667
96,0.016666667
98,0.013888889
100,0.016666667
102,0.016666667
104,0.016666667
106,0.013888889
108,0.016666667
110,0.016666667
112,0.016666667
114,0.013888889
116,0.016666667
118,0.016666667
120,0.016666667
122,0.013888889
124,0.016666667
126,0.016666667
128,0.016666667
130,0.016666667
132,0.013888889
134,0.016666667
136,0.016666667
138,0.015151515
140,0.015277778
142,0.016666667
144,0.016666667
146,0.016666667
148,0.013888889
150,0.016666667
152,0.016666667
154,0.016666667
156,0.013888889
158,0.016666667
160,0.016666667
162,0.016666667
164,0.013888889
166,0.016666667
168,0.016666667
170,0.016666667
172,0.016666667
174,0.013888889
176,0.016666667
178,0.016666667
180,0.016666667
182,0.013888889
184,0.016666667
186,0.016666667
188,0.016666667
190,0.013888889
192,0.016666667
194,0.016666667
196,0.016666667
198,0.013888889
200,0.016666667
202,0.016666667
204,0.016666667
206,0.013888889
208,0.016666667
210,0.016666667
212,0.016666667
214,0.013888889
216,0.016666667
218,0.016666667
220,0.016666667
222,0.016666667
224,0.013888889
226,0.016666667
228,0.016666667
230,0.016666667
232,0.013888889
234,0.016666667
236,0.016666667
238,0.016666667
240,0.013888889
242,0.016666667
244,0.016666667
246,0.016666667
248,0.013888889
250,0.016666667
252,0.016666667
254,0.016666667
256,0.013888889
258,0.016666667
260,0.016666667
262,0.016666667
264,0.013888889
266,0.016666667
268,0.016666667
270,0.016666667
272,0.016666667
274,0.013888889
276,0.016666667
278,0.016666667
280,0.016666667
282,0.013888889
284,0.016666667
286,0.016666667
288,0.016666667
290,0.013888889
292,0.016666667
294,0.016666667
296,0.016666667
298,0.013888889
300,0.016666667
302,0.016666667
304,0.016666667
306,0.015151515
308,0.016666667
310,0.016666667
312,0.016666667
314,0.013888889
316,0.016666667
318,0.016666667
320,0.016666667
322,0.016666667
324,0.013888889
326,0.016666667
328,0.016666667
330,0.016666667
332,0.013636364
334,0.016666667
336,0.016666667
338,0.016666667
340,0.013888889
342,0.016666667
344,0.016666667
346,0.016666667
348,0.013888889
350,0.016666667
352,0.016666667
354,0.016666667
356,0.013888889
358,0.016666667
360,0.016666667
362,0.016666667
364,0.013888889
366,0.016666667
368,0.016666667
370,0.016666667
372,0.158333333
374,0.630555556
376,0.577777778
378,0.698611111
380,0.684722222
382,0.645833333
384,0.690277778
386,0.680555556
388,0.676388889
390,0.658333333
392,0.668055556
394,0.65
396,0.675
398,0.643055556
400,0.6375
402,0.765277778
404,0.661111111
406,0.622222222
408,0.655555556
410,0.648611111
412,0.675
414,0.877777778
416,0.844444444
418,0.695833333
420,0.661111111
422,0.690277778
424,0.722222222
426,0.694444444
428,0.6625
430,0.463888889
432,0.569444444
434,0.509722222
436,0.534722222
438,0.469444444
440,0.498611111
442,0.481944444
444,0.506944444
446,0.515277778
448,0.515277778
450,0.570833333
452,0.618055556
454,0.581944444
456,0.591666667
458,0.588888889
460,1.176388889
462,0.951388889
464,1.244444444
466,1.086111111
468,1.023611111
470,0.8375
472,0.995833333
474,1.007575758
476,0.465277778
478,0.01969697
480,0.018055556
482,0.013888889
484,0.016666667
486,0.016666667
488,0.016666667
490,0.013888889
492,0.016666667
494,0.016666667
496,0.016666667
498,0.013888889
500,0.016666667
502,0.020833333
504,0.016666667
506,0.013888889
508,0.016666667
510,0.016666667
512,0.016666667
514,0.013888889
516,0.016666667
518,0.016666667
520,0.016666667
522,0.016666667
524,0.013888889
526,0.016666667
528,0.016666667
530,0.016666667
532,0.013888889
534,0.016666667
536,0.016666667
538,0.016666667
540,0.013888889
542,0.016666667
544,0.016666667
546,0.016666667
548,0.013888889
550,0.016666667
552,0.016666667
554,0.016666667
556,0.013888889
558,0.016666667
560,0.016666667
562,0.016666667
564,0.013888889
566,0.016666667
568,0.016666667
570,0.016666667
572,0.016666667
574,0.013888889
576,0.016666667
578,0.016666667
580,0.016666667
582,0.013888889
584,0.016666667
586,0.016666667
588,0.016666667
590,0.013888889
592,0.016666667
594,0.016666667
596,0.016666667
598,0.013888889
600,0.016666667
602,0.016666667
604,0.016666667
606,0.013888889
608,0.016666667
610,0.016666667
612,0.016666667
614,0.013888889
616,0.016666667
618,0.016666667
620,0.016666667
622,0.016666667
624,0.013888889
626,0.016666667
628,0.016666667
630,0.016666667
632,0.013888889
634,0.016666667
636,0.016666667
638,0.016666667
640,0.013888889
642,0.016666667
644,0.016666667
646,0.016666667
648,0.013888889
650,0.016666667
652,0.016666667
654,0.016666667
656,0.013888889
658,0.016666667
660,0.016666667
662,0.016666667
664,0.013888889
666,0.016666667
668,0.016666667
670,0.016666667
672,0.016666667
674,0.013888889
676,0.016666667
678,0.016666667
680,0.016666667
682,0.013888889
684,0.016666667
686,0.016666667
688,0.016666667
690,0.013888889
692,0.016666667
694,0.016666667
696,0.016666667
698,0.013888889
700,0.016666667
702,0.016666667
704,0.016666667
706,0.013888889
708,0.016666667
710,0.016666667
712,0.016666667
714,0.016666667
716,0.013888889
718,0.016666667
720,0.016666667
722,0.016666667
724,0.013888889
726,0.016666667
728,0.016666667
730,0.016666667
732,0.013888889
734,0.016666667
736,0.016666667
738,0.016666667
740,0.013888889
742,0.016666667
744,0.016666667
746,0.016666667
748,0.013888889
750,0.016666667
752,0.016666667
754,0.016666667
756,0.013888889
758,0.016666667
760,0.016666667
762,0.016666667
764,0.016666667
766,0.013888889
768,0.016666667
770,0.016666667
772,0.016666667
774,0.013888889
776,0.016666667
778,0.016666667
780,0.016666667
782,0.013888889
784,0.016666667
786,0.016666667
788,0.016666667
790,0.013888889
792,0.016666667
794,0.016666667
796,0.016666667
798,0.013888889
800,0.016666667
802,0.016666667
804,0.016666667
806,0.013888889
808,0.016666667
810,0.016666667
812,0.016666667
814,0.016666667
816,0.013888889
818,0.016666667
820,0.016666667
822,0.016666667
824,0.013888889
826,0.016666667
828,0.016666667
830,0.016666667
832,0.013888889
834,0.016666667
836,0.016666667
838,0.016666667
840,0.013888889
842,0.016666667
844,0.016666667
846,0.016666667
848,0.013888889
850,0.016666667
852,0.016666667
854,0.016666667
856,0.013888889
858,0.016666667
860,0.016666667
862,0.016666667
864,0.016666667
866,0.013888889
868,0.016666667
870,0.016666667
872,0.016666667
874,0.013888889
876,0.016666667
878,0.016666667
880,0.016666667
882,0.013888889
884,0.016666667
886,0.016666667
888,0.016666667
890,0.013888889
892,0.016666667
894,0.016666667
896,0.016666667
898,0.013888889
900,0.016666667
902,0.016666667
904,0.016666667
906,0.013888889
908,0.016666667
910,0.016666667
912,0.016666667
914,0.016666667
916,0.013888889
918,0.016666667
920,0.016666667
922,0.016666667
924,0.013888889
926,0.018181818
928,0.015277778
930,0.016666667
932,0.013888889
934,0.016666667
936,0.016666667
938,0.016666667
940,0.013888889
942,0.016666667
944,0.016666667
946,0.016666667
948,0.013888889
950,0.016666667
952,0.016666667
954,0.016666667
956,0.013888889
958,0.016666667
960,0.016666667
962,0.016666667
964,0.016666667
966,0.013888889
968,0.016666667
970,0.016666667
972,0.016666667
974,0.013888889
976,0.016666667
978,0.016666667
980,0.016666667
982,0.013888889
984,0.016666667
986,0.016666667
988,0.016666667
990,0.013888889
992,0.016666667
994,0.016666667
996,0.016666667
998,0.013888889
1000,0.016666667
1002,0.016666667
1004,0.016666667
1006,0.013888889
1008,0.016666667
1010,0.016666667
1012,0.016666667
1014,0.016666667
1016,0.013888889
1018,0.016666667
1020,0.016666667
1022,0.016666667
1024,0.013888889
1026,0.016666667
1028,0.016666667
1030,0.016666667
1032,0.013888889
1034,0.016666667
1036,0.016666667
1038,0.016666667
1040,0.013888889
1042,0.016666667
1044,0.016666667
1046,0.016666667
1048,0.013888889
1050,0.016666667
1052,0.016666667
1054,0.016666667
1056,0.013888889
1058,0.016666667
1060,0.016666667
1062,0.016666667
1064,0.016666667
1066,0.013888889
1068,0.016666667
1070,0.016666667
1072,0.016666667
1074,0.013888889
1076,0.016666667
1078,0.016666667
1080,0.016666667
1082,0.013888889
1084,0.016666667
1086,0.016666667
1088,0.016666667
1090,0.013888889
1092,0.016666667
1094,0.016666667
1096,0.016666667
1098,0.013888889
1100,0.016666667
1102,0.016666667
1104,0.016666667
1106,0.013888889
1108,0.016666667
1110,0.016666667
1112,0.016666667
1114,0.016666667
1116,0.013888889
1118,0.016666667
1120,0.016666667
1122,0.016666667
1124,0.013888889
1126,0.016666667
1128,0.016666667
1130,0.016666667
1132,0.013888889
1134,0.016666667
1136,0.016666667
1138,0.016666667
1140,0.013888889
1142,0.016666667
1144,0.016666667
1146,0.016666667
1148,0.013888889
1150,0.016666667
1152,0.016666667
1154,0.016666667
1156,0.013888889
1158,0.016666667
1160,0.016666667
1162,0.016666667
1164,0.016666667
1166,0.013888889
1168,0.016666667
1170,0.016666667
1172,0.016666667
1174,0.013888889
1176,0.016666667
1178,0.016666667
1180,0.016666667
1182,0.013888889
1184,0.016666667
1186,0.016666667
1188,0.016666667
1190,0.013888889
1192,0.016666667
1194,0.016666667
1196,0.016666667
1198,0.013888889
1200,0.016666667
1202,0.016666667
1204,0.016666667
1206,0.013888889
1208,0.016666667
1210,0.016666667
1212,0.016666667
1214,0.016666667
1216,0.013888889
1218,0.016666667
1220,0.016666667
1222,0.016666667
1224,0.013888889
1226,0.016666667
1228,0.016666667
1230,0.016666667
1232,0.013888889
1234,0.016666667
1236,0.016666667
1238,0.016666667
1240,0.013888889
1242,0.016666667
1244,0.016666667
1246,0.016666667
1248,0.013888889
1250,0.016666667
1252,0.016666667
1254,0.016666667
1256,0.013888889
1258,0.016666667
1260,0.016666667
1262,0.016666667
1264,0.016666667
1266,0.013888889
1268,0.016666667
1270,0.016666667
1272,0.016666667
1274,0.013888889
1276,0.016666667
1278,0.016666667
1280,0.016666667
1282,0.013888889
1284,0.016666667
1286,0.016666667
1288,0.016666667
1290,0.013888889
1292,0.016666667
1294,0.016666667
1296,0.016666667
1298,0.013888889
1300,0.016666667
1302,0.016666667
1304,0.016666667
1306,0.016666667
1308,0.013888889
1310,0.016666667
1312,0.016666667
1314,0.016666667
1316,0.013888889
1318,0.016666667
1320,0.016666667
1322,0.016666667
1324,0.013888889
1326,0.016666667
1328,0.016666667
1330,0.016666667
1332,0.013888889
1334,0.016666667
1336,0.016666667
1338,0.016666667
1340,0.013888889
1342,0.016666667
1344,0.016666667
1346,0.016666667
1348,0.013888889
1350,0.016666667
1352,0.016666667
1354,0.016666667
1356,0.016666667
1358,0.013888889
1360,0.016666667
1362,0.016666667
1364,0.016666667
1366,0.013888889
1368,0.016666667
1370,0.016666667
1372,0.016666667
1374,0.013888889
1376,0.016666667
1378,0.016666667
1380,0.016666667
1382,0.013888889
1384,0.016666667
1386,0.016666667
1388,0.016666667
1390,0.013888889
1392,0.016666667
1394,0.016666667
1396,0.016666667
1398,0.013888889
1400,0.016666667
1402,0.016666667
1404,0.016666667
1406,0.016666667
1408,0.013888889
1410,0.016666667
1412,0.016666667
1414,0.016666667
1416,0.013888889
1418,0.016666667
1420,0.016666667
1422,0.016666667
1424,0.013888889
1426,0.016666667
1428,0.016666667
1430,0.016666667
1432,0.013888889
1434,0.016666667
1436,0.016666667
1438,0.016666667
1440,0.013888889
1442,0.016666667
1444,0.016666667
1446,0.016666667
1448,0.013888889
1450,0.016666667
1452,0.016666667
1454,0.016666667
1456,0.016666667
1458,0.013888889
1460,0.016666667
1462,0.016666667
1464,0.016666667
1466,0.013888889
1468,0.016666667
1470,0.016666667
1472,0.016666667
1474,0.013888889
1476,0.016666667
1478,0.016666667
1480,0.016666667
1482,0.013888889
1484,0.016666667
1486,0.016666667
1488,0.016666667
1490,0.013888889
1492,0.016666667
1494,0.016666667
1496,0.016666667
1498,0.013888889
1500,0.016666667
1502,0.016666667
1504,0.016666667
1506,0.016666667
1508,0.013888889
1510,0.016666667
1512,0.016666667
1514,0.016666667
1516,0.013888889
1518,0.016666667
1520,0.016666667
1522,0.016666667
1524,0.013888889
1526,0.016666667
1528,0.016666667
1530,0.016666667
1532,0.013888889
1534,0.016666667
1536,0.016666667
1538,0.016666667
1540,0.013888889
1542,0.016666667
1544,0.016666667
1546,0.016666667
1548,0.013888889
1550,0.016666667
1552,0.016666667
1554,0.016666667
1556,0.016666667
1558,0.013888889
1560,0.016666667
1562,0.016666667
1564,0.016666667
1566,0.013888889
1568,0.016666667
1570,0.016666667
1572,0.016666667
1574,0.013888889
1576,0.016666667
1578,0.016666667
1580,0.016666667
1582,0.013888889
1584,0.016666667
1586,0.016666667
1588,0.016666667
1590,0.013888889
1592,0.016666667
1594,0.016666667
1596,0.016666667
1598,0.013888889
1600,0.016666667
1602,0.016666667
1604,0.016666667
1606,0.016666667
1608,0.013888889
1610,0.016666667
1612,0.016666667
1614,0.016666667
1616,0.013888889
1618,0.016666667
1620,0.016666667
1622,0.016666667
1624,0.013888889
1626,0.016666667
1628,0.016666667
1630,0.016666667
1632,0.013888889
1634,0.016666667
1636,0.016666667
1638,0.016666667
1640,0.013888889
1642,0.016666667
1644,0.016666667
1646,0.016666667
1648,0.013888889
1650,0.016666667
1652,0.016666667
1654,0.016666667
1656,0.016666667
1658,0.013888889
1660,0.016666667
1662,0.016666667
1664,0.016666667
1666,0.013888889
1668,0.016666667
1670,0.016666667
1672,0.016666667
1674,0.013888889
1676,0.016666667
1678,0.016666667
1680,0.016666667
1682,0.013888889
1684,0
1686,0
1688,0
1690,0
1692,0
1694,0
1696,0
1698,0
1700,0
1702,0
1704,0
1706,0
1708,0
1710,0
1712,0
1714,0
1716,0
1718,0
1720,0
1722,0
1724,0
1726,0
1728,0
1730,0
1732,0
1734,0
1736,0
1738,0
1740,0
1742,0
1744,0
1746,0
1748,0
1750,0
1752,0
1754,0
1756,0
1758,0
1760,0
1762,0
1764,0
1766,0
1768,0
1770,0
1772,0
1774,0
1776,0
1778,0
1780,0
1782,0
1784,0
1786,0
1788,0
1790,0
1792,0
1794,0
1796,0
1798,0
1800,0
1802,0
1804,0
1806,0
1808,0
1810,0
1812,0
1814,0
1816,0
1818,0
1820,0
1822,0
1824,0
1826,0
1828,0
1830,0
1832,0
1834,0
1836,0
1838,0
1840,0
1842,0
1844,0
1846,0
1848,0
1850,0
1852,0
1854,0
1856,0
1858,0
1860,0
1862,0
1864,0
1866,0
1868,0
1870,0
1872,0
1874,0
1876,0
1878,0
1880,0
1882,0
1884,0
1886,0
1888,0
1890,0
1892,0
1894,0
1896,0
1898,0
1900,0
1902,0
1904,0
1906,0
1908,0
1910,0
1912,0
1914,0
1916,0
1918,0
1920,0
1922,0
1924,0
1926,0
1928,0
1930,0
1932,0
1934,0
1936,0
1938,0
1940,0
1942,0
1944,0
1946,0
1948,0
1950,0
1952,0
1954,0
1956,0
1958,0
1960,0
1962,0
1964,0
1966,0
1968,0
1970,0
1972,0
1974,0
1976,0
1978,0
1980,0
1982,0
1984,0
1986,0
1988,0
1990,0
1992,0
1994,0
1996,0
1998,0
2000,0
2002,0
2004,0
2006,0
2008,0
2010,0
2012,0
2014,0
2016,0
2018,0
2020,0
2022,0
2024,0
2026,0
2028,0
2030,0
2032,0
2034,0
2036,0
2038,0
2040,0
2042,0
2044,0
2046,0
2048,0
2050,0
2052,0
2054,0
2056,0
2058,0
2060,0
2062,0
2064,0
2066,0
2068,0
2070,0
2072,0
2074,0
2076,0
2078,0
2080,0
2082,0
2084,0
2086,0
2088,0
2090,0
2092,0
2094,0
2096,0
2098,0
2100,0
2102,0
2104,0
2106,0
2108,0
2110,0
2112,0
2114,0
2116,0
2118,0
2120,0
2122,0
2124,0
2126,0
2128,0
2130,0
2132,0
2134,0
2136,0
2138,0
2140,0
2142,0
2144,0
2146,0
2148,0
2150,0
2152,0
2154,0
2156,0
2158,0
2160,0
2162,0
2164,0
2166,0
2168,0
2170,0
2172,0
2174,0
2176,0
2178,0
2180,0
2182,0
2184,0
2186,0
2188,0
2190,0
2192,0
2194,0
2196,0
2198,0
2200,0
2202,0
2204,0
2206,0
2208,0
2210,0
2212,0
2214,0
2216,0
2218,0
2220,0
2222,0
2224,0
2226,0
2228,0
2230,0
2232,0
2234,0
2236,0
2238,0
2240,0
2242,0
2244,0
2246,0
2248,0
2250,0
2252,0
2254,0
2256,0
2258,0
2260,0
2262,0
2264,0
2266,0
2268,0
2270,0
2272,0
2274,0
2276,0
2278,0
2280,0
2282,0
2284,0
2286,0
2288,0
2290,0
2292,0
2294,0
2296,0
2298,0
2300,0
2302,0
2304,0
2306,0
2308,0
2310,0
2312,0
2314,0
2316,0
2318,0
2320,0
2322,0
2324,0
2326,0
2328,0
2330,0
2332,0
2334,0
2336,0
2338,0
2340,0
2342,0
2344,0
2346,0
2348,0
2350,0
2352,0
2354,0
2356,0
2358,0
2360,0
2362,0
2364,0
2366,0
2368,0
2370,0
2372,0
2374,0
2376,0
2378,0
2380,0
2382,0
2384,0
2386,0
2388,0
2390,0
2392,0
2394,0
2396,0
2398,0
2400,0
2402,0
2404,0
2406,0
2408,0
2410,0
2412,0
2414,0
2416,0
2418,0
2420,0
2422,0
2424,0
2426,0
2428,0
2430,0
2432,0
2434,0
2436,0
2438,0
2440,0
2442,0
2444,0
2446,0
2448,0
2450,0
2452,0
2454,0
2456,0
2458,0
2460,0
2462,0
2464,0
2466,0
2468,0
2470,0
2472,0
2474,0
2476,0
2478,0
2480,0
2482,0
2484,0
2486,0
2488,0
2490,0
2492,0
2494,0
2496,0
2498,0
2500,0
2502,0
2504,0
2506,0
2508,0
2510,0
2512,0
2514,0
2516,0
2518,0
2520,0
2522,0
2524,0
2526,0
2528,0
2530,0
2532,0
2534,0
2536,0
2538,0
2540,0
2542,0
2544,0
2546,0
2548,0
2550,0
2552,0
2554,0
2556,0
2558,0
2560,0
2562,0
2564,0
2566,0
2568,0
2570,0
2572,0
2574,0
2576,0
2578,0
2580,0
2582,0
2584,0
2586,0
2588,0
2590,0
2592,0
2594,0
2596,0
2598,0
2600,0
2602,0
2604,0
2606,0
2608,0
2610,0
2612,0
2614,0
2616,0
2618,0
2620,0
2622,0
2624,0
2626,0
2628,0
2630,0
2632,0
2634,0
2636,0
2638,0
2640,0
2642,0
2644,0
2646,0
2648,0
2650,0
2652,0
2654,0
2656,0
2658,0
2660,0
2662,0
2664,0
2666,0
2668,0
2670,0
2672,0
2674,0
2676,0
2678,0
2680,0
2682,0
2684,0
2686,0
2688,0
2690,0
2692,0
2694,0
2696,0
2698,0
2700,0
2702,0
2704,0
2706,0
2708,0
2710,0
2712,0
2714,0
2716,0
2718,0
2720,0
2722,0
2724,0
2726,0
2728,0
2730,0
2732,0
2734,0
2736,0
2738,0
2740,0
2742,0
2744,0
2746,0
2748,0
2750,0
2752,0
2754,0
2756,0
2758,0
2760,0
2762,0
2764,0
2766,0
2768,0
2770,0
2772,0
2774,0
2776,0
2778,0
2780,0
2782,0
2784,0
2786,0
2788,0
2790,0
2792,0
2794,0
2796,0
2798,0
2800,0
2802,0
2804,0
2806,0
2808,0
2810,0
2812,0
2814,0
2816,0
2818,0
2820,0
2822,0
2824,0
2826,0
2828,0
2830,0
2832,0
2834,0
2836,0
2838,0
2840,0
2842,0
2844,0
2846,0
2848,0
2850,0
2852,0
2854,0
2856,0
2858,0
2860,0
2862,0
2864,0
2866,0
2868,0
2870,0
2872,0
2874,0
2876,0
2878,0
2880,0
2882,0
2884,0
2886,0
2888,0
2890,0
2892,0
2894,0
2896,0
2898,0
2900,0
2902,0
2904,0
2906,0
2908,0
2910,0
2912,0
2914,0
2916,0
2918,0
2920,0
2922,0
2924,0
2926,0
2928,0
2930,0
2932,0
2934,0
2936,0
2938,0
2940,0
2942,0
2944,0
2946,0
2948,0
2950,0
2952,0
2954,0
2956,0
2958,0
2960,0
2962,0
2964,0
2966,0
2968,0
2970,0
2972,0
2974,0
2976,0
2978,0
2980,0
2982,0
2984,0
2986,0
2988,0
2990,0
2992,0
2994,0
2996,0
2998,0
3000,0
3002,0
3004,0
3006,0
3008,0
3010,0
3012,0
3014,0
3016,0
3018,0
3020,0
3022,0
3024,0
3026,0
3028,0
3030,0
3032,0
3034,0
3036,0
3038,0
3040,0
3042,0
3044,0
3046,0
3048,0
3050,0
3052,0
3054,0
3056,0
3058,0
3060,0
3062,0
3064,0
3066,0
3068,0
3070,0
3072,0
3074,0
3076,0
3078,0
3080,0
3082,0
3084,0
3086,0
3088,0
3090,0
3092,0
3094,0
3096,0
3098,0
3100,0
3102,0
3104,0
3106,0
3108,0
3110,0
3112,0
3114,0
3116,0
3118,0
3120,0
3122,0
3124,0
3126,0
3128,0
3130,0
3132,0
3134,0
3136,0
3138,0
3140,0
3142,0
3144,0
3146,0
3148,0
3150,0
3152,0
3154,0
3156,0
3158,0
3160,0
3162,0
3164,0
3166,0
3168,0
3170,0
3172,0
3174,0
3176,0
3178,0
3180,0
3182,0
3184,0
3186,0
3188,0
3190,0
3192,0
3194,0
3196,0
3198,0
3200,0
3202,0
3204,0
3206,0
3208,0
3210,0
3212,0
3214,0
3216,0
3218,0
3220,0
3222,0
3224,0
3226,0
3228,0
3230,0
3232,0
3234,0
3236,0
3238,0
3240,0
3242,0
3244,0
3246,0
3248,0
3250,0
3252,0
3254,0
3256,0
3258,0
3260,0
3262,0
3264,0
3266,0
3268,0
3270,0
3272,0
3274,0
3276,0
3278,0
3280,0
3282,0
3284,0
3286,0
3288,0
3290,0
3292,0
3294,0
3296,0
3298,0
3300,0
3302,0
3304,0
3306,0
3308,0
3310,0
3312,0
3314,0
3316,0
3318,0
3320,0
3322,0
3324,0
3326,0
3328,0
3330,0
3332,0
3334,0
3336,0
3338,0
3340,0
3342,0
3344,0
3346,0
3348,0
3350,0
3352,0
3354,0
3356,0
3358,0
3360,0
3362,0
3364,0
3366,0
3368,0
3370,0
3372,0
3374,0
3376,0
3378,0
3380,0
3382,0
3384,0
3386,0
3388,0
3390,0
3392,0
3394,0
3396,0
3398,0
3400,0
3402,0
3404,0
3406,0
3408,0
3410,0
3412,0
3414,0
3416,0
3418,0
3420,0
3422,0
3424,0
3426,0
3428,0
3430,0
3432,0
3434,0
3436,0
3438,0
3440,0
3442,0
3444,0
3446,0
3448,0
