time,packets
3450,0
3452,0
3454,0
3456,0
3458,0
3460,0
3462,0
3464,0
3466,0
3468,0
3470,0
3472,0
3474,0
3476,0
3478,0
3480,0
3482,0
3484,0
3486,0
3488,0
3490,0
3492,0
3494,0
3496,0
3498,0
3500,0
3502,0
3504,0
3506,0
3508,0
3510,0
3512,0
3514,0
3516,0
3518,0
3520,0
3522,0
3524,0
3526,0
3528,0
3530,0
3532,0
3534,0
3536,0
3538,0
3540,0
3542,0
3544,0
3546,0
3548,0
3550,0
3552,0
3554,0
3556,0
3558,0
3560,0
3562,0
3564,0
3566,0
3568,0
3570,0
3572,0
3574,0
3576,0
3578,0
3580,0
3582,0
3584,0
3586,0
3588,0
3590,0
3592,0
3594,0
3596,0
3598,0
3600,0
3602,0
3604,0
3606,0
3608,0
3610,0
3612,0
3614,0
3616,0
3618,0
3620,0
3622,0
3624,0
3626,0
3628,0
3630,0
3632,0
3634,0
3636,0
3638,0
3640,0
3642,0
3644,0
3646,0
3648,0
3650,0
3652,0
3654,0
3656,0
3658,0
3660,0
3662,0
3664,0
3666,0
3668,0
3670,0
3672,0
3674,0
3676,0
3678,0
3680,0
3682,0
3684,0
3686,0
3688,0
3690,0
3692,0
3694,0
3696,0
3698,0
3700,0
3702,0
3704,0
3706,0
3708,0
3710,0
3712,0
3714,0
3716,0
3718,0
3720,0
3722,0
3724,0
3726,0
3728,0
3730,0
3732,0
3734,0
3736,0
3738,0
3740,0
3742,0
3744,0
3746,0
3748,0
3750,0
3752,0
3754,0
3756,0
3758,0
3760,0
3762,0
3764,0
3766,0
3768,0
3770,0
3772,0
3774,0
3776,0
3778,0
3780,0
3782,0
3784,0
3786,0
3788,0
3790,0
3792,0
3794,0
3796,0
3798,0
3800,0
3802,0
3804,0
3806,0
3808,0
3810,0
3812,0
3814,0
3816,0
3818,0
3820,0
3822,0
3824,0
3826,0
3828,0
3830,0
3832,0
3834,0
3836,0
3838,0
3840,0
3842,0
3844,0
3846,0
3848,0
3850,0
3852,0
3854,0
3856,0
3858,0
3860,0
3862,0
3864,0
3866,0
3868,0
3870,0
3872,0
3874,0
3876,0
3878,0
3880,0
3882,0
3884,0
3886,0
3888,0
3890,0
3892,0
3894,0
3896,0
3898,0
3900,0
3902,0
3904,0
3906,0
3908,0
3910,0
3912,0
3914,0
3916,0
3918,0
3920,0
3922,0
3924,0
3926,0
3928,0
3930,0
3932,0
3934,0
3936,0
3938,0
3940,0
3942,0
3944,0
3946,0
3948,0
3950,0
3952,0
3954,0
3956,0
3958,0
3960,0
3962,0
3964,0
3966,0
3968,0
3970,0
3972,0
3974,0
3976,0
3978,0
3980,0
3982,0
3984,0
3986,0
3988,0
3990,0
3992,0
3994,0
3996,0
3998,0
4000,0
4002,0
4004,0
4006,0
4008,0
4010,0
4012,0
4014,0
4016,0
4018,0
4020,0
4022,0
4024,0
4026,0
4028,0
4030,0
4032,0
4034,0
4036,0
4038,0
4040,0
4042,0
4044,0
4046,0
4048,0
4050,0
4052,0
4054,0
4056,0
4058,0
4060,0
4062,0
4064,0
4066,0
4068,0
4070,0
4072,0
4074,0
4076,0
4078,0
4080,0
4082,0
4084,0
4086,0
4088,0
4090,0
4092,0
4094,0
4096,0
4098,0
4100,0
4102,0
4104,0
4106,0
4108,0
4110,0
4112,0
4114,0
4116,0
4118,0
4120,0
4122,0
4124,0
4126,0
4128,0
4130,0
4132,0
4134,0
4136,0
4138,0
4140,0
4142,0
4144,0
4146,0
4148,0
4150,0
4152,0
4154,0
4156,0
4158,0
4160,0
4162,0
4164,0
4166,0
4168,0
4170,0
4172,0
4174,0
4176,0
4178,0
4180,0
4182,0
4184,0
4186,0
4188,0
4190,0
4192,0
4194,0
4196,0
4198,0
4200,0
4202,0
4204,0
4206,0
4208,0
4210,0
4212,0
4214,0
4216,0
4218,0
4220,0
4222,0
4224,0
4226,0
4228,0
4230,0
4232,0
4234,0
4236,0
4238,0
4240,0
4242,0
4244,0
4246,0
4248,0
4250,0
4252,0
4254,0
4256,0
4258,0
4260,0
4262,0
4264,0
4266,0
4268,0
4270,0
4272,0
4274,0
4276,0
4278,0
4280,0
4282,0
4284,0
4286,0
4288,0
4290,0
4292,0
4294,0
4296,0
4298,0
4300,0
4302,0
4304,0
4306,0
4308,0
4310,0
4312,0
4314,0
4316,0
4318,0
4320,0
4322,0
4324,0
4326,0
4328,0
4330,0
4332,0
4334,0
4336,0
4338,0
4340,0
4342,0
4344,0
4346,0
4348,0
4350,0
4352,0
4354,0
4356,0
4358,0
4360,0
4362,0
4364,0
4366,0
4368,0
4370,0
4372,0
4374,0
4376,0
4378,0
4380,0
4382,0
4384,0
4386,0
4388,0
4390,0
4392,0
4394,0
4396,0
4398,0
4400,0
4402,0
4404,0
4406,0
4408,0
4410,0
4412,0
4414,0
4416,0
4418,0
4420,0
4422,0
4424,0
4426,0
4428,0
4430,0
4432,0
4434,0
4436,0
4438,0
4440,0
4442,0
4444,0
4446,0
4448,0
4450,0
4452,0
4454,0
4456,0
4458,0
4460,0
4462,0
4464,0
4466,0
4468,0
4470,0
4472,0
4474,0
4476,0
4478,0
4480,0
4482,0
4484,0
4486,0
4488,0
4490,0
4492,0
4494,0
4496,0
4498,0
4500,0
4502,0
4504,0
4506,0
4508,0
4510,0
4512,0
4514,0
4516,0
4518,0
4520,0
4522,0
4524,0
4526,0
4528,0
4530,0
4532,0
4534,0
4536,0
4538,0
4540,0
4542,0
4544,0
4546,0
4548,0
4550,0
4552,0
4554,0
4556,0
4558,0
4560,0
4562,0
4564,0
4566,0
4568,0
4570,0
4572,0
4574,0
4576,0
4578,0
4580,0
4582,0
4584,0
4586,0
4588,0
4590,0
4592,0
4594,0
4596,0
4598,0
4600,0
4602,0
4604,0
4606,0
4608,0
4610,0
4612,0
4614,0
4616,0
4618,0
4620,0
4622,0
4624,0
4626,0
4628,0
4630,0
4632,0
4634,0
4636,0
4638,0
4640,0
4642,0
4644,0
4646,0
4648,0
4650,0
4652,0
4654,0
4656,0
4658,0
4660,0
4662,0
4664,0
4666,0
4668,0
4670,0
4672,0
4674,0
4676,0
4678,0
4680,0
4682,0
4684,0
4686,0
4688,0
4690,0
4692,0
4694,0
4696,0
4698,0
4700,0
4702,0
4704,0
4706,0
4708,0
4710,0
4712,0
4714,0
4716,0
4718,0
4720,0
4722,0
4724,0
4726,0
4728,0
4730,0
4732,0
4734,0
4736,0
4738,0
4740,0
4742,0
4744,0
4746,0
4748,0
4750,0
4752,0
4754,0
4756,0
4758,0
4760,0
4762,0
4764,0
4766,0
4768,0
4770,0
4772,0
4774,0
4776,0
4778,0
4780,0
4782,0
4784,0
4786,0
4788,0
4790,0
4792,0
4794,0
4796,0
4798,0
4800,0
4802,0
4804,0
4806,0
4808,0
4810,0
4812,0
4814,0
4816,0
4818,0
4820,0
4822,0
4824,0
4826,0
4828,0
4830,0
4832,0
4834,0
4836,0
4838,0
4840,0
4842,0
4844,0
4846,0
4848,0
4850,0
4852,0
4854,0
4856,0
4858,0
4860,0
4862,0
4864,0
4866,0
4868,0
4870,0
4872,0
4874,0
4876,0
4878,0
4880,0
4882,0
4884,0
4886,0
4888,0
4890,0
4892,0
4894,0
4896,0
4898,0
4900,0
4902,0
4904,0
4906,0
4908,0
4910,0
4912,0
4914,0
4916,0
4918,0
4920,0
4922,0
4924,0
4926,0
4928,0
4930,0
4932,0
4934,0
4936,0
4938,0
4940,0
4942,0
4944,0
4946,0
4948,0
4950,0
4952,0
4954,0
4956,0
4958,0
4960,0
4962,0
4964,0
4966,0
4968,0
4970,0
4972,0
4974,0
4976,0
4978,0
4980,0
4982,0
4984,0
4986,0
4988,0
4990,0
4992,0
4994,0
4996,0
4998,0
5000,0
5002,0
5004,0
5006,0
5008,0
5010,0
5012,0
5014,0
5016,0
5018,0
5020,0
5022,0
5024,0
5026,0
5028,0
5030,0
5032,0
5034,0
5036,0
5038,0
5040,0
5042,0
5044,0
5046,0
5048,0
5050,0
5052,0.013888889
5054,0.016666667
5056,0.016666667
5058,0.016666667
5060,0.013888889
5062,0.016666667
5064,0.016666667
5066,0.016666667
5068,0.013888889
5070,0.016666667
5072,0.016666667
5074,0.016666667
5076,0.013888889
5078,0.016666667
5080,0.016666667
5082,0.016666667
5084,0.016666667
5086,0.013888889
5088,0.016666667
5090,0.016666667
5092,0.016666667
5094,0.013888889
5096,0.016666667
5098,0.016666667
5100,0.016666667
5102,0.013888889
5104,0.016666667
5106,0.016666667
5108,0.016666667
5110,0.013888889
5112,0.016666667
5114,0.016666667
5116,0.016666667
5118,0.013888889
5120,0.016666667
5122,0.016666667
5124,0.016666667
5126,0.013888889
5128,0.016666667
5130,0.016666667
5132,0.016666667
5134,0.016666667
5136,0.013888889
5138,0.016666667
5140,0.016666667
5142,0.016666667
5144,0.013636364
5146,0.016666667
5148,0.016666667
5150,0.016666667
5152,0.013888889
5154,0.016666667
5156,0.016666667
5158,0.016666667
5160,0.013888889
5162,0.016666667
5164,0.016666667
5166,0.016666667
5168,0.013888889
5170,0.016666667
5172,0.016666667
5174,0.016666667
5176,0.013888889
5178,0.016666667
5180,0.016666667
5182,0.016666667
5184,0.016666667
5186,0.013888889
5188,0.016666667
5190,0.016666667
5192,0.016666667
5194,0.013888889
5196,0.016666667
5198,0.016666667
5200,0.016666667
5202,0.013888889
5204,0.016666667
5206,0.016666667
5208,0.016666667
5210,0.013888889
5212,0.016666667
5214,0.016666667
5216,0.016666667
5218,0.013888889
5220,0.016666667
5222,0.016666667
5224,0.016666667
5226,0.013888889
5228,0.016666667
5230,0.016666667
5232,0.016666667
5234,0.016666667
5236,0.013888889
5238,0.016666667
5240,0.016666667
5242,0.016666667
5244,0.013888889
5246,0.016666667
5248,0.016666667
5250,0.016666667
5252,0.013888889
5254,0.016666667
5256,0.016666667
5258,0.016666667
5260,0.013888889
5262,0.016666667
5264,0.016666667
5266,0.016666667
5268,0.013888889
5270,0.016666667
5272,0.016666667
5274,0.016666667
5276,0.013888889
5278,0.016666667
5280,0.016666667
5282,0.016666667
5284,0.016666667
5286,0.013888889
5288,0.016666667
5290,0.016666667
5292,0.016666667
5294,0.013888889
5296,0.016666667
5298,0.016666667
5300,0.016666667
5302,0.013888889
5304,0.016666667
5306,0.016666667
5308,0.016666667
5310,0.013888889
5312,0.016666667
5314,0.016666667
5316,0.016666667
5318,0.013888889
5320,0.016666667
5322,0.016666667
5324,0.016666667
5326,0.013888889
5328,0.016666667
5330,0.016666667
5332,0.016666667
5334,0.016666667
5336,0.013888889
5338,0.016666667
5340,0.016666667
5342,0.016666667
5344,0.013888889
5346,0.016666667
5348,0.016666667
5350,0.016666667
5352,0.013888889
5354,0.016666667
5356,0.016666667
5358,0.016666667
5360,0.013888889
5362,0.016666667
5364,0.016666667
5366,0.016666667
5368,0.013888889
5370,0.016666667
5372,0.016666667
5374,0.016666667
5376,0.016666667
5378,0.013888889
5380,0.016666667
5382,0.016666667
5384,0.016666667
5386,0.013888889
5388,0.016666667
5390,0.016666667
5392,0.016666667
5394,0.013888889
5396,0.016666667
5398,0.016666667
5400,0.016666667
5402,0.013888889
5404,0.016666667
5406,0.016666667
5408,0.016666667
5410,0.013888889
5412,0.016666667
5414,0.016666667
5416,0.016666667
5418,0.013888889
5420,0.016666667
5422,0.016666667
5424,0.016713748
5426,0.016666667
5428,0.013888889
5430,0.016666667
5432,0.016666667
5434,0.016666667
5436,0.013888889
5438,0.016666667
5440,0.016666667
5442,0.016666667
5444,0.013888889
5446,0.016666667
5448,0.016666667
5450,0.016666667
5452,0.013888889
5454,0.016666667
5456,0.016666667
5458,0.016666667
5460,0.013888889
5462,0.016666667
5464,0.016666667
5466,0.016666667
5468,0.013888889
5470,0.016666667
5472,0.016666667
5474,0.016666667
5476,0.016666667
5478,0.013888889
5480,0.016666667
5482,0.016666667
5484,0.016666667
5486,0.013888889
5488,0.016666667
5490,0.016666667
5492,0.016666667
5494,0.013888889
5496,0.016666667
5498,0.016666667
5500,0.016666667
5502,0.013888889
5504,0.016666667
5506,0.016666667
5508,0.016666667
5510,0.013888889
5512,0.016666667
5514,0.016666667
5516,0.016666667
5518,0.013888889
5520,0.016666667
5522,0.016666667
5524,0.016666667
5526,0.016666667
5528,0.013888889
5530,0.016666667
5532,0.016666667
5534,0.016666667
5536,0.013888889
5538,0.016666667
5540,0.016666667
5542,0.016666667
5544,0.013888889
5546,0.016666667
5548,0.016666667
5550,0.016666667
5552,0.013888889
5554,0.016666667
5556,0.016666667
5558,0.016666667
5560,0.013888889
5562,0.016666667
5564,0.016666667
5566,0.016666667
5568,0.013888889
5570,0.016666667
5572,0.016666667
5574,0.016666667
5576,0.016666667
5578,0.013888889
5580,0.016666667
5582,0.016666667
5584,0.016666667
5586,0.013888889
5588,0.016666667
5590,0.016666667
5592,0.016666667
5594,0.013888889
5596,0.016666667
5598,0.016666667
5600,0.016666667
5602,0.013888889
5604,0.016666667
5606,0.016666667
5608,0.016666667
5610,0.013888889
5612,0.016666667
5614,0.016666667
5616,0.016666667
5618,0.013888889
5620,0.016666667
5622,0.016666667
5624,0.016666667
5626,0.016666667
5628,0.013888889
5630,0.016666667
5632,0.016666667
5634,0.016666667
5636,0.013888889
5638,0.016666667
5640,0.016666667
5642,0.016666667
5644,0.013888889
5646,0.016666667
5648,0.016666667
5650,0.016666667
5652,0.013888889
5654,0.016666667
5656,0.016666667
5658,0.016666667
5660,0.013888889
5662,0.016666667
5664,0.016666667
5666,0.016666667
5668,0.013888889
5670,0.016666667
5672,0.016666667
5674,0.016666667
5676,0.016666667
5678,0.013888889
5680,0.016666667
5682,0.016666667
5684,0.016666667
5686,0.013888889
5688,0.016666667
5690,0.016666667
5692,0.016666667
5694,0.013888889
5696,0.016666667
5698,0.016666667
5700,0.016666667
5702,0.013888889
5704,0.016666667
5706,0.016666667
5708,0.016666667
5710,0.013888889
5712,0.016666667
5714,0.016666667
5716,0.016666667
5718,0.013888889
5720,0.016666667
5722,0.016666667
5724,0.016666667
5726,0.016666667
5728,0.013888889
5730,0.016666667
5732,0.016666667
5734,0.016666667
5736,0.013888889
5738,0.016666667
5740,0.016666667
5742,0.016666667
5744,0.013888889
5746,0.016666667
5748,0.016666667
5750,0.016666667
5752,0.013888889
5754,0.016666667
5756,0.016666667
5758,0.016666667
5760,0.013888889
5762,0.016666667
5764,0.016666667
5766,0.016666667
5768,0.013888889
5770,0.016666667
5772,0.016666667
5774,0.016666667
5776,0.016666667
5778,0.013888889
5780,0.016666667
5782,0.016666667
5784,0.016666667
5786,0.013888889
5788,0.016666667
5790,0.016666667
5792,0.016666667
5794,0.013888889
5796,0.016666667
5798,0.016666667
5800,0.016666667
5802,0.013888889
5804,0.016666667
5806,0.016666667
5808,0.016666667
5810,0.013888889
5812,0.016666667
5814,0.016666667
5816,0.016666667
5818,0.013888889
5820,0.016666667
5822,0.016666667
5824,0.016666667
5826,0.016666667
5828,0.013888889
5830,0.016666667
5832,0.016666667
5834,0.016666667
5836,0.013888889
5838,0.016666667
5840,0.016666667
5842,0.016666667
5844,0.013888889
5846,0.016666667
5848,0.016666667
5850,0.016666667
5852,0.013888889
5854,0.016666667
5856,0.016666667
5858,0.016666667
5860,0.013888889
5862,0.016666667
5864,0.016666667
5866,0.016666667
5868,0.013888889
5870,0.016666667
5872,0.016666667
5874,0.016666667
5876,0.016666667
5878,0.013888889
5880,0.016666667
5882,0.016666667
5884,0.016666667
5886,0.013888889
5888,0.016666667
5890,0.016666667
5892,0.016666667
5894,0.013888889
5896,0.016666667
5898,0.016666667
5900,0.016666667
5902,0.013888889
5904,0.016666667
5906,0.016666667
5908,0.016666667
5910,0.013888889
5912,0.016666667
5914,0.016666667
5916,0.016666667
5918,0.013888889
5920,0.016666667
5922,0.016666667
5924,0.016666667
5926,0.016666667
5928,0.013888889
5930,0.016666667
5932,0.016666667
5934,0.016666667
5936,0.013888889
5938,0.016666667
5940,0.016666667
5942,0.016666667
5944,0.013888889
5946,0.016666667
5948,0.016666667
5950,0.016666667
5952,0.013888889
5954,0.016666667
5956,0.016666667
5958,0.016666667
5960,0.013888889
5962,0.016666667
5964,0.016666667
5966,0.016666667
5968,0.013888889
5970,0.016666667
5972,0.016666667
5974,0.016666667
5976,0.016666667
5978,0.013888889
5980,0.016666667
5982,0.016666667
5984,0.016666667
5986,0.013888889
5988,0.016666667
5990,0.016666667
5992,0.016666667
5994,0.013888889
5996,0.016666667
5998,0.016666667
6000,0.016666667
6002,0.013888889
6004,0.016666667
6006,0.016666667
6008,0.016666667
6010,0.013888889
6012,0.016666667
6014,0.016666667
6016,0.016666667
6018,0.013888889
6020,0.016666667
6022,0.016666667
6024,0.016666667
6026,0.016666667
6028,0.013888889
6030,0.016666667
6032,0.016666667
6034,0.016666667
6036,0.013888889
6038,0.016666667
6040,0.016666667
6042,0.016666667
6044,0.013888889
6046,0.016666667
6048,0.016666667
6050,0.016666667
6052,0.013888889
6054,0.016666667
6056,0.016666667
6058,0.016666667
6060,0.013888889
6062,0.016666667
6064,0.016666667
6066,0.016666667
6068,0.013888889
6070,0.016666667
6072,0.016666667
6074,0.016666667
6076,0.016666667
6078,0.013888889
6080,0.016666667
6082,0.016666667
6084,0.016666667
6086,0.013888889
6088,0.016666667
6090,0.016666667
6092,0.016666667
6094,0.013888889
6096,0.016666667
6098,0.016666667
6100,0.016666667
6102,0.013888889
6104,0.016666667
6106,0.016666667
6108,0.016666667
6110,0.013888889
6112,0.016666667
6114,0.016666667
6116,0.016666667
6118,0.013888889
6120,0.016666667
6122,0.016666667
6124,0.016666667
6126,0.016666667
6128,0.013888889
6130,0.016666667
6132,0.016666667
6134,0.016666667
6136,0.013888889
6138,0.016666667
6140,0.016666667
6142,0.016666667
6144,0.013888889
6146,0.016666667
6148,0.016666667
6150,0.016666667
6152,0.013888889
6154,0.016666667
6156,0.016666667
6158,0.016666667
6160,0.013888889
6162,0.016666667
6164,0.016666667
6166,0.016666667
6168,0.013888889
6170,0.016666667
6172,0.016666667
6174,0.016666667
6176,0.016666667
6178,0.013888889
6180,0.016666667
6182,0.016666667
6184,0.016666667
6186,0.013888889
6188,0.016666667
6190,0.016666667
6192,0.016666667
6194,0.013888889
6196,0.016666667
6198,0.016666667
6200,0.016666667
6202,0.013888889
6204,0.016666667
6206,0.016666667
6208,0.016666667
6210,0.013888889
6212,0.016666667
6214,0.016666667
6216,0.016666667
6218,0.013888889
6220,0.016666667
6222,0.016666667
6224,0.016666667
6226,0.016666667
6228,0.013636364
6230,0.016666667
6232,0.016666667
6234,0.016666667
6236,0.013888889
6238,0.016666667
6240,0.016666667
6242,0.016666667
6244,0.013888889
6246,0.016666667
6248,0.016666667
6250,0.016666667
6252,0.013888889
6254,0.016666667
6256,0.016666667
6258,0.016666667
6260,0.013888889
6262,0.016666667
6264,0.016666667
6266,0.016666667
6268,0.013888889
6270,0.016666667
6272,0.016666667
6274,0.016666667
6276,0.016666667
6278,0.013888889
6280,0.016666667
6282,0.016666667
6284,0.016666667
6286,0.013888889
6288,0.016666667
6290,0.016666667
6292,0.016666667
6294,0.013888889
6296,0.016666667
6298,0.016666667
6300,0.016666667
6302,0.013888889
6304,0.016666667
6306,0.016666667
6308,0.016666667
6310,0.013888889
6312,0.016666667
6314,0.016666667
6316,0.016666667
6318,0.013888889
6320,0.016666667
6322,0.016666667
6324,0.016666667
6326,0.016666667
6328,0.013888889
6330,0.016666667
6332,0.016666667
6334,0.016666667
6336,0.013888889
6338,0.016666667
6340,0.016666667
6342,0.016666667
6344,0.013888889
6346,0.016666667
6348,0.016666667
6350,0.016666667
6352,0.013888889
6354,0.016666667
6356,0.016666667
6358,0.016666667
6360,0.013888889
6362,0.016666667
6364,0.016666667
6366,0.016666667
6368,0.013888889
6370,0.016666667
6372,0.016666667
6374,0.016666667
6376,0.016666667
6378,0.013888889
6380,0.016666667
6382,0.016666667
6384,0.016666667
6386,0.013888889
6388,0.016666667
6390,0.016666667
6392,0.016666667
6394,0.013888889
6396,0.016666667
6398,0.016666667
6400,0.016666667
6402,0.013888889
6404,0.016666667
6406,0.016666667
6408,0.016666667
6410,0.013888889
6412,0.016666667
6414,0.016666667
6416,0.016666667
6418,0.013888889
6420,0.016666667
6422,0.016666667
6424,0.016666667
6426,0.016666667
6428,0.013888889
6430,0.016666667
6432,0.016666667
6434,0.016666667
6436,0.013888889
6438,0.016666667
6440,0.016666667
6442,0.016666667
6444,0.013888889
6446,0.016666667
6448,0.016666667
6450,0.016666667
6452,0.013888889
6454,0.016666667
6456,0.016666667
6458,0.016666667
6460,0.013888889
6462,0.016666667
6464,0.016666667
6466,0.016666667
6468,0.013888889
6470,0.016666667
6472,0.016666667
6474,0.016666667
6476,0.016666667
6478,0.013888889
6480,0.016666667
6482,0.016666667
6484,0.016666667
6486,0.013888889
6488,0.016666667
6490,0.016666667
6492,0.016666667
6494,0.013888889
6496,0.016666667
6498,0.016666667
6500,0.016666667
6502,0.013888889
6504,0.016666667
6506,0.016666667
6508,0.016666667
6510,0.013888889
6512,0.016666667
6514,0.016666667
6516,0.016666667
6518,0.013888889
6520,0.016666667
6522,0.016666667
6524,0.016666667
6526,0.016666667
6528,0.013888889
6530,0.016666667
6532,0.016666667
6534,0.016666667
6536,0.013888889
6538,0.016666667
6540,0.016666667
6542,0.016666667
6544,0.013888889
6546,0.016666667
6548,0.016666667
6550,0.016666667
6552,0.013888889
6554,0.016666667
6556,0.016666667
6558,0.016666667
6560,0.013888889
6562,0.016666667
6564,0.016666667
6566,0.016666667
6568,0.013888889
6570,0.016666667
6572,0.016666667
6574,0.016666667
6576,0.016666667
6578,0.013888889
6580,0.016666667
6582,0.016666667
6584,0.016666667
6586,0.013888889
6588,0.016666667
6590,0.016666667
6592,0.016666667
6594,0.013888889
6596,0.016666667
6598,0.016666667
6600,0.016666667
6602,0.013888889
6604,0.016666667
6606,0.016666667
6608,0.016666667
6610,0.013888889
6612,0.016666667
6614,0.016666667
6616,0.016666667
6618,0.013888889
6620,0.016666667
6622,0.016666667
6624,0.016666667
6626,0.016666667
6628,0.013888889
6630,0.016666667
6632,0.016666667
6634,0.016666667
6636,0.013888889
6638,0.016666667
6640,0.016666667
6642,0.016666667
6644,0.013888889
6646,0.016666667
6648,0.016666667
6650,0.016666667
6652,0.013888889
6654,0.016666667
6656,0.016666667
6658,0.016666667
6660,0.013888889
6662,0.016666667
6664,0.016666667
6666,0.016666667
6668,0.013888889
6670,0.016666667
6672,0.016666667
6674,0.016666667
6676,0.016666667
6678,0.013888889
6680,0.016666667
6682,0.016666667
6684,0.016666667
6686,0.013888889
6688,0.016666667
6690,0.016666667
6692,0.016666667
6694,0.013888889
6696,0.016666667
6698,0.016666667
6700,0.016666667
6702,0.013888889
6704,0.016666667
6706,0.016666667
6708,0.016666667
6710,0.013888889
6712,0.016666667
6714,0.016666667
6716,0.016666667
6718,0.013888889
6720,0.016666667
6722,0.016666667
6724,0.016666667
6726,0.016666667
6728,0.013888889
6730,0.016666667
6732,0.016666667
6734,0.016666667
